rows,text,date,number,type
19,1,0,1,line
4,1,0,4,bar
5,1,0,1,bar
3,1,0,1,bar
10,1,0,2,bar
8,2,0,3,grid
27,3,0,1,line
10,4,0,0,grid
4,1,0,4,barStacked
7,1,0,1,column
30,1,0,0,column
65,1,0,1,line
7,1,0,1,dualAxis
4,1,0,0,line
7,4,0,0,grid
6,1,0,5,line
7,1,0,6,line
6,2,0,2,grid
19,4,0,0,column
4,1,0,4,grid
24,1,0,1,bar
7,4,0,0,grid
6,9,0,0,grid
3,1,0,1,bar
31,6,0,0,grid
30,5,0,1,grid
3,1,0,1,dualAxis
20,2,0,0,grid
32,1,0,1,bar
6,7,0,0,grid
10,7,0,0,grid
8,1,0,4,line
7,1,0,1,pie
2,1,0,0,columnStacked
20,1,0,2,scatter
8,1,0,2,column
5,1,0,3,column
6,1,0,1,line
168,2,0,0,line
8,3,0,1,column
2,1,0,0,columnStacked
4,1,0,4,line
69,0,1,2,stockLine
4,1,0,4,scatter
144,1,1,0,stockDualAxis
144,1,1,0,stockLine
4,1,0,4,barStacked
6,1,0,1,grid
34,1,0,1,bar
4,1,0,4,column
144,1,0,1,line
15,1,0,1,barPacked
4,1,0,2,columnPacked
5,1,0,0,barStacked
6,1,0,4,pie
2,0,0,2,columnStacked
8,1,0,1,column
9,2,0,1,pie
6,1,0,0,columnPacked
12,1,0,1,column
4,1,0,0,pie
4,1,0,0,pie
6,1,0,0,column
3,1,0,3,pie
4,1,0,12,line
8,1,0,2,line
5,1,0,3,columnPacked
4,1,0,2,line
4,1,0,2,columnPacked
5,1,0,5,line
8,1,0,0,barStacked
10,1,0,4,line
1,1,0,12,barPacked
3,1,0,2,column
18,4,0,0,grid
5,2,0,0,grid
3,1,0,5,column
3,1,0,2,column
3679,0,1,0,stockLine
4,1,0,4,grid
5,2,0,2,pie
2,2,0,2,pie
13,1,0,1,column
10,0,0,0,column
23,1,0,1,bar
6,1,0,0,stockArea
15,1,0,2,area
4,1,0,4,column
41,1,0,2,dualAxis
167,2,0,2,scatter
1,1,0,50,line
37,4,0,0,grid
13,3,0,0,grid
8,1,0,2,line
12,2,0,3,barStacked
32,2,0,1,bar
55,0,0,3,line
16,1,0,1,line
2,1,0,1,pie
4,0,0,3,dualAxis
9,1,0,1,column
7,1,0,1,columnPacked
3,1,0,1,pie
55,0,0,3,line
18,1,0,2,pyramid
67,1,0,1,column
54,0,1,4,line
16,1,0,2,grid
7,1,0,1,columnPacked
4,1,0,30,line
4,1,0,50,areaStacked
8,1,0,2,columnStacked
3,1,0,10,line
53,1,0,4,line
11,1,0,0,bar
2,1,0,1,column
7,1,0,1,columnPacked
4,0,0,0,line
5,1,0,1,column
2,1,0,2,columnPacked
2,2,0,0,columnPacked
3,1,0,0,line
4,1,0,2,columnPacked
5,1,0,0,columnPacked
13,1,0,0,columnPacked
5,1,0,1,pie
6,1,0,2,columnPacked
4,1,0,2,columnPacked
3,1,0,4,line
3,1,0,3,line
8,1,0,0,columnPacked
27,1,0,0,bar
12,10,0,0,grid
5,1,0,1,column
4,1,0,3,column
6,1,0,1,column
10,3,0,0,grid
15,2,0,1,grid
3,3,0,0,grid
3,3,0,0,grid
4,3,0,0,grid
42,0,0,0,column
24,1,0,0,barStacked
3,1,0,5,columnPacked
4,2,0,2,column
642,1,0,6,line
5,1,0,1,bar
9,1,0,10,areaStacked
6,1,0,2,column
10,1,0,0,line
11,0,0,0,line
4,2,0,2,bar
1,1,0,2,bar
1,1,0,3,bar
1,1,0,3,bar
4,2,0,3,bar
1,1,0,3,bar
1,1,0,3,bar
1,1,0,3,bar
1,1,0,3,bar
1,1,0,2,bar
6,2,0,0,pie
1,1,0,7,columnPacked
6,2,0,3,column
20,1,0,1,bar
1,1,0,6,column
60,0,0,2,line
7,1,0,1,columnPacked
21,1,0,2,pyramid
21,1,0,2,pyramid
2,0,0,5,barPacked
67,3,0,4,line
3,1,0,3,column
3,1,0,2,column
7,1,0,7,barStacked
4,1,0,7,spline
16,1,0,6,columnStacked
10,1,0,6,line
11,1,0,2,dualAxis
4,2,0,3,bar
280,0,1,1,line
79,0,1,1,column
88,0,1,1,stockColumn
62,0,1,1,stockLine
10,1,0,1,grid
8,3,0,0,grid
16,1,0,2,grid
443,0,1,1,stockColumn
2,1,0,0,bar
63,0,1,6,stockLine
1169,0,0,8,spline
4,1,0,31,line
6,1,0,2,pie
11,1,0,0,grid
52,2,1,16,stockLine
54,0,1,4,stockLine
17,2,0,1,grid
6,4,0,0,grid
316,0,1,2,stockLine
282,0,1,1,stockLine
31,0,0,0,area
25,2,0,0,column
30,0,1,0,stockLine
14,1,0,1,area
4,1,0,4,column
5,1,0,1,line
1,1,0,12,barStacked
4,1,0,2,column
65,1,0,3,line
189,0,1,1,stockLine
4,1,0,4,column
4,2,0,1,grid
6,1,0,3,columnStacked
47,0,0,0,stockArea
4,1,0,0,column
3,1,0,4,pie
120,0,0,2,line
12,1,0,2,column
40,2,0,1,barStacked
1,1,0,3,bar
1,1,0,3,bar
1,1,0,2,bar
1,1,0,2,bar
1,1,0,2,bar
1,1,0,2,bar
1,1,0,2,bar
2,1,0,7,column
2,1,0,7,column
2,1,0,7,column
2,1,0,7,column
2,1,0,7,column
2,1,0,7,column
2,1,0,7,column
2,1,0,7,column
2,1,0,7,column
5,2,0,2,column
4,1,0,2,columnPacked
5,0,0,4,column
14,4,0,2,bar
34,1,0,2,dualAxis
3,1,0,2,columnStacked
30,1,0,5,barStacked
8,3,0,0,grid
45,1,0,8,line
6,5,0,0,grid
13,1,0,1,columnPacked
3,1,0,2,column
10,3,0,0,grid
55,0,0,3,line
15,0,0,4,line
5,1,0,2,columnStacked
2,1,0,4,pie
6,0,0,1,line
6,1,0,0,column
6,1,0,2,columnPacked
3,1,0,3,columnPacked
10,1,0,1,columnPacked
43,1,0,3,columnPacked
2,1,0,0,pie
4,1,0,1,pie
5,1,0,1,columnPacked
12,2,0,1,barPacked
6,1,0,4,columnStacked
3,4,0,0,grid
5,1,0,1,columnPacked
1,1,0,4,column
32,4,0,8,scatter
101,0,0,7,areaStacked
5,2,0,0,grid
2,1,0,6,columnPacked
3,1,0,6,columnPacked
2,1,0,1,pie
2,1,0,1,pie
2,1,0,1,pie
279,0,1,1,stockLine
10,4,0,0,grid
13,0,0,2,line
20,3,0,0,grid
6,2,0,3,stockLine
48,0,1,2,dualAxis
32,1,0,2,scatter
5,1,0,3,column
1,1,0,2,column
1,1,0,6,column
3,1,0,3,columnPacked
9,1,0,1,column
9,1,0,1,column
6,1,0,1,areaStacked
49,1,0,0,columnPacked
8,1,0,0,pyramid
11,1,0,6,pyramid
6,1,0,3,pie
120,0,0,2,line
5,1,0,3,columnPacked
3,1,0,0,line
6,0,0,3,line
5,0,0,4,line
6,0,1,4,line
10,0,0,5,areaStacked
1,1,0,4,pie
11,1,1,2,stockLine
28,1,1,3,stockLine
1,1,0,6,column
3,1,0,9,line
115,0,0,0,line
115,0,0,0,line
71,0,1,2,stockLine
4,6,0,0,grid
7,4,0,0,grid
7,1,0,1,columnPacked
32,1,0,2,scatter
3679,0,1,10,bubble
8,1,0,2,line
15,1,0,2,scatter
3,2,0,1,donut
264,1,0,3,bubble
5,1,0,10,columnStacked
18,1,0,2,pyramid
32,1,0,2,bubble
7,1,0,1,columnPacked
2,1,0,32,column
4,4,0,0,grid
13,4,0,0,grid
8,1,0,4,columnStacked
6,2,0,0,grid
1,1,0,2,column
4,1,0,0,pie
11,1,0,0,pie
105,1,0,2,line
8,2,0,0,column
7,2,0,1,column
5,1,0,2,columnPacked
37,4,0,0,grid
4,1,0,2,scatter
8,1,0,1,column
1,1,0,5,pie
4,0,0,0,line
2,1,0,3,column
4,1,0,2,pie
1,1,0,2,pie
2,1,0,4,column
1,1,0,9,line
1,1,0,3,columnPacked
7,1,0,1,pie
9,1,0,2,barPacked
4,1,0,3,barPacked
5,2,0,2,bar
4,2,0,4,grid
5,1,0,1,column
13,1,0,3,grid
29,2,0,1,grid
5,1,0,3,grid
9,1,0,2,bar
10,4,0,0,grid
43,0,1,2,stockColumn
4,1,0,4,column
4,1,0,4,bar
8,1,0,1,pie
4,6,0,0,column
7,1,0,1,pie
5,1,0,1,column
19,4,0,0,grid
17,4,0,0,grid
8,1,0,3,column
2,1,0,3,column
2,1,0,4,column
6,4,0,0,grid
6,1,0,1,pie
5,1,0,1,pie
1,1,0,3,column
2,1,0,5,column
1,1,0,5,column
1,1,0,2,column
32,1,0,2,scatter
1,1,0,3,column
1,1,0,2,column
1,1,0,5,column
13,1,0,5,columnStacked
44,0,0,4,line
-1,0,0,3,line
49,1,1,0,stockDualAxis
13,0,0,3,line
20,1,0,1,bar
10,1,0,0,column
21,2,0,3,line
4,1,0,0,pie
37,4,0,0,grid
30,4,0,1,barStacked
4,1,0,51,areaStacked
27,1,0,1,column
3,1,0,3,column
36,4,0,0,grid
1191,0,1,1,stockLine
54,0,0,2,areaStep
4,3,0,3,pie
6,1,0,0,line
34,2,0,3,columnStacked
52,0,0,4,line
18,4,0,0,grid
167,2,0,2,scatter
4,1,0,4,column
5,1,0,2,column
43,0,0,4,line
19,2,0,2,columnStacked
8,4,0,0,grid
6,3,0,0,grid
3,2,0,1,donut
237,15,0,1,bar
4,5,0,0,grid
2,3,0,0,grid
57,0,1,1,stockLine
3,8,0,0,grid
18,1,0,2,line
187,2,0,3,scatter
4,1,0,4,line
1,1,0,3,column
5,0,0,3,line
3679,0,1,0,stockSpline
551,0,1,2,stockLine
4,1,0,4,dualAxis
14,3,0,0,grid
13,4,0,0,grid
3679,0,1,0,stockLine
65,2,0,1,line
6,1,0,2,column
8,9,0,0,grid
5,1,0,0,grid
4,1,0,4,bar
21,8,0,0,grid
4,1,0,4,grid
27,5,0,0,grid
13,1,0,1,line
7,2,0,4,stockColumn
18,2,0,5,grid
7,1,0,2,column
4,1,0,4,column
4,1,0,0,column
12706,0,1,1,stockLine
561,0,1,2,column
8,1,0,1,column
10,1,0,8,barStacked
16,1,0,1,columnPacked
6,1,0,4,columnPacked
19,1,0,4,line
12890,0,1,1,barStacked
6,1,0,4,bubble
11,1,0,0,grid
847,0,1,1,stockLine
4,1,0,4,columnStacked
1,1,0,25,line
16,5,0,0,grid
1,1,0,2,bar
7,1,0,1,bar
17,0,0,7,line
6,2,0,0,grid
55,0,0,4,line
55,0,0,3,line
14,4,0,0,grid
16,1,0,2,grid
15,1,0,3,line
5,6,0,1,pie
5,6,0,1,pie
1,1,0,12,barPacked
11,1,0,1,pie
4,1,0,4,column
27,1,0,1,column
23,1,0,1,bar
77,0,1,1,stockLine
6,1,0,2,dualAxis
12,1,0,2,bar
19,3,0,3,columnStacked
21,1,0,2,barPacked
366,0,1,0,area
323,0,1,4,stockLine
77,0,1,1,stockLine
11,1,0,6,pyramid
3,1,0,2,pyramid
70,0,1,2,stockLine
6,2,0,0,line
32,1,0,4,line
23,1,0,2,barPacked
9,1,0,2,dualAxis
19,0,0,2,dualAxis
47,3,0,1,columnPacked
9,1,0,2,columnPacked
9,1,0,3,columnPacked
2,1,0,54,line
1,1,0,6,pie
19,0,0,6,line
6,1,0,1,line
4,1,0,1,pie
25,1,0,10,line
2,1,0,2,column
7,1,0,1,columnPacked
9,1,0,9,line
2,1,0,12,pie
12,0,0,1,line
72,0,0,1,line
22,0,0,2,line
11,1,0,6,line
721,1,0,4,areaStacked
4,1,0,4,column
3,2,0,0,bar
4,1,0,4,column
4,1,0,0,column
5,1,0,1,column
5,1,0,0,pie
7,1,0,0,areaStacked
4,1,0,2,pie
1,1,0,6,column
5,1,0,2,pie
4,1,0,4,line
3,1,0,0,pie
54,0,0,0,dualAxis
4,1,0,50,areaStacked
10,0,0,5,areaStacked
4,1,0,4,column
21,0,0,1,line
6,1,0,3,columnStacked
4,1,0,0,column
6,1,0,0,columnPacked
2,1,0,2,column
31,0,0,0,bar
21,1,0,0,area
21,0,0,0,grid
18,2,0,1,column
54,0,0,3,line
75,3,1,0,stockLine
10,1,0,1,bar
10,1,0,1,bar
10,1,0,1,bar
1,1,0,12,column
7,1,0,9,column
7,1,0,1,column
1,1,0,6,bar
2,1,0,0,bar
2,1,0,3,column
11,1,0,0,column
3,1,0,18,bar
67,0,0,2,column
4,3,0,0,grid
6,1,0,2,column
12,1,0,11,columnPacked
30,3,0,2,line
2,1,0,3,pie
7,1,0,5,bar
7,4,0,0,grid
7,1,0,2,spline
7,1,0,1,pie
5,3,0,2,dualAxis
41,1,0,3,line
4,1,0,1,column
6,2,0,0,pie
2,1,0,1,column
6,1,0,1,column
105,1,1,2,line
642,0,1,6,stockLine
231,0,1,2,stockLine
55,0,0,3,line
3,2,0,1,donut
18,1,0,2,pyramid
4,1,0,4,stockDualAxis
18,1,0,2,pyramid
6,1,0,5,dualAxis
6,1,0,5,dualAxis
4,1,0,4,stockDualAxis
4,1,0,4,column
280,0,1,1,stockLine
8,5,0,0,grid
6,1,0,2,grid
55,0,0,3,line
167,0,1,1,stockLine
4,4,0,0,column
5,11,0,0,grid
4,1,0,4,column
32,1,0,2,scatter
5,1,0,2,pyramid
16,1,0,2,grid
48,1,0,0,line
4,1,0,4,line
15,1,0,1,line
4,2,0,0,grid
4,1,0,4,line
19,4,0,0,grid
17,2,0,0,grid
4,2,0,0,grid
32,1,0,2,scatter
4,1,0,4,dualAxis
15,1,0,1,pie
3,4,0,0,grid
17,0,0,2,column
3,1,0,3,column
6,1,0,1,bar
3,1,0,1,bar
2,1,0,2,column
3,1,0,2,column
3,1,0,1,pie
11,1,0,1,bar
6,1,0,6,columnStacked
1,0,1,2,grid
4,1,0,2,column
3679,1,0,0,stockLine
4,1,0,4,columnStacked
4,1,0,4,line
4,1,0,1,column
7,1,0,3,column
9,1,0,1,bar
4,2,0,4,column
3,1,0,1,column
9,3,0,0,grid
7,1,0,3,line
13,0,0,3,line
6,1,0,2,pyramid
4,1,0,4,donut
1,0,0,51,line
15,1,0,2,column
4,2,0,1,bar
6,1,0,1,column
3,1,0,4,pie
11,1,0,2,bar
6,1,0,2,bar
9,10,0,0,grid
52,1,0,0,column
4,1,0,4,column
18,0,1,0,line
3,1,0,12,line
4,1,0,4,column
4,1,0,4,pie
5,1,0,1,bar
3,2,0,2,bar
5,1,0,1,column
1,1,0,5,pie
1,1,0,5,pie
6,1,0,5,columnPacked
13,1,0,3,line
9,1,0,6,grid
19,1,0,2,column
8,2,0,4,pie
4,1,0,5,line
56,0,0,0,line
15,1,0,3,line
29,1,0,2,columnStacked
16,1,0,1,bar
20,1,0,1,bar
4,1,0,4,column
58,1,0,1,area
5,4,0,0,grid
7,6,0,0,grid
11,1,0,3,column
16,1,0,3,barPacked
13,1,0,1,line
341,1,0,0,line
50,1,0,2,scatter
3,1,0,1,pie
14,1,0,2,bar
4,1,0,4,column
5,1,0,2,column
33,1,0,2,scatter
4,1,0,2,column
4,1,0,4,line
5,1,0,0,line
5,1,0,0,column
82,1,0,1,line
3,1,0,0,grid
3679,0,1,0,stockLine
80,2,0,7,grid
7,1,0,1,column
192,0,1,1,stockLine
271,0,1,1,stockLine
41,1,0,1,line
4,1,0,4,columnPacked
2,1,0,9,column
5,1,0,2,barStacked
11,1,0,2,pyramid
13,1,0,2,line
8,4,0,0,grid
13,1,0,4,columnStacked
7,1,0,1,pie
31,0,0,3,areaStep
54,0,1,4,stockLine
4,1,0,7,columnStacked
2,1,0,1,pie
54,0,1,4,stockLine
6,1,0,4,column
5,1,0,2,column
5,1,0,2,column
48,0,1,3,stockLine
393,0,1,2,stockLine
4,1,0,7,columnStacked
2,1,0,7,column
2,1,0,7,column
2,1,0,7,column
2,1,0,7,column
101,0,1,1,stockLine
4,1,0,7,pie
690,0,1,1,stockLine
697,0,1,1,line
4,1,0,0,pie
18,1,0,3,line
9,0,1,3,stockLine
3679,0,1,0,stockSpline
7,0,0,5,line
2,7,0,0,columnStacked
7,1,0,1,bar
36,3,0,3,scatter
780,0,1,0,stockLine
324,0,1,2,stockLine
36,1,0,2,line
42,2,0,0,bar
1,1,0,24,bar
331,0,1,1,stockLine
510,0,1,3,stockLine
12,1,0,3,column
12,1,0,2,line
3,1,0,0,dualAxis
25,2,0,0,column
3,1,0,0,columnPacked
14,1,0,3,line
4,1,0,4,column
1,1,0,5,pie
9,1,0,0,barStacked
15,2,0,1,bar
8,1,0,1,bar
5,1,0,6,pie
47,1,0,7,columnStacked
47,1,0,2,line
12,1,0,2,area
23,7,0,0,grid
5,1,0,0,columnPacked
3,1,0,0,columnPacked
4,1,1,5,grid
6,2,0,2,grid
5,1,0,0,barStacked
278,0,1,2,dualAxis
8,1,0,2,line
3679,0,1,9,stockLine
24,1,0,2,line
5,2,0,2,bar
6,1,0,8,barStacked
9,1,0,2,dualAxis
6,1,0,8,column
6,1,0,1,column
3,1,0,1,column
8,1,0,1,column
8,1,0,1,column
4,1,0,1,bar
4,1,0,1,pie
5,1,0,1,pie
11,3,0,0,grid
56,0,0,3,line
4,1,0,7,columnStacked
55,0,0,3,line
15,1,0,3,line
55,0,0,3,line
55,0,0,3,line
22,2,0,4,grid
9,1,0,29,stockLine
7,1,0,0,columnPacked
80,2,0,2,line
212,1,0,0,line
50,1,0,3,barStacked
19,1,0,0,line
25,2,0,2,columnStacked
287,0,1,2,stockDualAxis
18,1,0,0,line
4,1,0,4,column
4,1,0,2,columnPacked
4,1,0,2,columnPacked
2,1,0,1,columnPacked
10,1,0,1,bar
11,1,0,3,area
7,1,0,6,columnPacked
2,1,0,3,column
19,4,0,0,grid
12,4,0,0,grid
78,1,0,2,line
13,2,0,2,bar
4,1,0,4,column
36,3,0,0,grid
65,2,0,1,line
76,0,0,5,areaStacked
4,1,0,4,column
56,1,0,2,scatter
46,1,0,4,line
10,1,0,0,line
4,1,0,2,bar
4,1,0,5,line
10,1,0,1,area
10,1,0,1,area
10,1,0,1,area
8,1,0,1,bar
8,1,0,4,grid
11,1,0,3,line
56,0,0,12,scatterLine
48,0,1,2,stockDualAxis
41,0,1,0,stockDualAxis
31,0,1,0,stockLine
6,1,0,3,column
88,0,1,1,stockLine
5,2,0,0,column
17,1,1,4,stockLine
10,1,0,1,bar
4,3,0,0,grid
4,3,0,0,columnPacked
12,1,0,2,columnPacked
10,2,0,2,columnPacked
6,1,0,4,columnStacked
9,2,0,2,line
65,0,1,5,stockLine
7,2,0,0,columnPacked
277,0,1,1,stockLine
54,0,1,4,stockLine
18,1,0,2,pyramid
7,1,0,1,columnPacked
54,0,1,4,stockLine
45,4,0,1,grid
18,1,0,2,line
8,1,0,2,line
1,1,0,6,column
3,1,0,2,columnPacked
55,0,0,3,line
54,0,1,4,dualAxis
25,1,0,1,bar
1,1,0,1,columnPacked
2,1,0,8,columnStacked
5,4,0,0,grid
5,5,0,0,grid
3,1,0,2,columnStacked
6,1,0,1,column
14,2,0,3,columnStacked
324,0,1,2,stockLine
3,1,0,0,column
63,1,0,2,line
2,1,0,4,column
2,1,0,4,column
168,2,0,0,line
7,1,0,3,bar
18,1,0,3,line
4,1,0,3,barStacked
6,1,0,3,column
5,1,0,8,column
11,3,0,0,grid
4,4,0,2,column
30,1,0,4,bar
2,2,0,0,bar
4,1,0,2,barStacked
12,1,0,2,line
14,1,0,3,barPacked
12,1,0,0,line
19,0,0,2,dualAxis
23,0,0,5,line
25,0,0,7,line
8,1,0,0,column
8,0,0,4,line
12,1,0,3,barStacked
4,1,0,17,pie
39,4,0,0,line
4,1,0,4,grid
7,1,0,1,columnPacked
76,3,0,1,line
55,0,0,3,line
66,1,0,1,line
103,1,0,1,line
18,1,0,2,areaStep
3,1,0,3,column
7,1,0,1,columnPacked
52,1,0,6,scatter
9,1,0,3,column
10,1,0,2,line
2,1,0,1,donut
2,1,0,7,line
1,1,0,3,pie
10,1,0,11,line
24,1,0,1,columnPacked
7,1,0,1,columnPacked
16,1,0,2,grid
3,22,0,5,grid
10,2,0,3,grid
5,1,0,1,column
5,1,0,1,column
5,1,0,1,column
149,1,0,2,scatter
20,1,0,2,scatter
44,0,0,3,line
4,1,0,1,pie
5,1,0,1,line
282,0,1,6,stockLine
19,1,0,1,line
3,1,0,0,barStacked
29,1,0,0,line
11,1,0,0,line
9,1,0,0,bar
12,1,0,0,line
18,4,0,0,grid
7,6,0,0,grid
25,6,0,0,grid
32,2,0,0,grid
20,2,0,1,column
19,1,0,1,column
27,1,0,1,column
4,5,0,0,grid
6,8,0,0,grid
6,3,0,0,grid
11,5,0,0,grid
10,5,0,0,grid
6,2,0,0,grid
18,2,0,0,grid
9,2,0,0,grid
4,1,0,1,column
26,4,0,2,grid
8,5,0,0,grid
3679,0,1,10,stockLine
26,1,0,2,spline
4,2,0,0,grid
9,2,0,0,grid
16,4,0,0,grid
32,1,0,3,column
42,5,0,0,columnStacked
6,1,0,5,line
1,1,0,11,column
9,1,0,1,line
4,1,0,17,pie
15,3,0,2,columnStacked
6,1,0,2,column
6,2,0,0,grid
2349,0,1,1,stockLine
8,1,0,4,column
6,2,0,3,areaStacked
4,1,0,4,line
5,1,0,0,barStacked
2,1,0,3,columnStacked
6,1,0,0,pie
6,1,0,2,columnPacked
7,1,0,0,columnPacked
4,1,0,0,pie
3,1,0,3,columnPacked
3,1,0,3,columnPacked
4,1,0,5,bar
2,1,0,3,columnPacked
3,1,0,4,line
13,1,0,2,line
2,1,0,2,line
3,1,0,3,columnPacked
1,1,0,3,column
11,1,0,2,columnPacked
3,1,0,8,line
25,1,0,3,line
